what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1434140006324
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1434140006404
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1434140006496
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1434140006653
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1434140006655
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1434140006700
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1434140006701
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1434140006719
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1434140008654
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1434140008671
error,log,,,"activity_personal_page.xml: Path.isConvex is not supported.",1434140031789
error,log,,,"activity_personal_page.xml: Path.isConvex is not supported.",1434140031792
error,log,,,"activity_personal_page.xml: Path.isConvex is not supported.",1434140031795
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1434140058269
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1434140058290
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1434140058337
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1434140058358
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1434140058397
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1434140062396
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1434140062409
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1434140062443
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1434140062445
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1434140062469
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1434140062480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140069016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140158958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140159733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140161214
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140164068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140201726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140203757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140205230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140206485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1434140255020
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1434140256467
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1434140256516
activated,view,com.android.ide.eclipse.ddms,23.0.6.1720515,"com.android.ide.eclipse.ddms.views.LogCatView",1434140276998
