what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1435434366049
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1435434371680
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1435434373551
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1435434374296
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1435434376946
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1435434377078
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1435434377143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434385196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1435434394803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434395300
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1435434395318
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1435434396282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434397578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434423461
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.J2EEPerspective",1435434428351
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1435434428360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434431270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434432663
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.cleanAction",1435434432669
activated,editor,com.android.ide.eclipse.adt,23.0.6.1720515,"com.android.ide.eclipse.editors.CommonXmlEditor",1435434434929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434455353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1435434456628
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.cleanAction",1435434456636
