what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1433610540714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610542162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610543211
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1433610544997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610553593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610562982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610565385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610566754
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1433610577807
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1433610581459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610584643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610587493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610589234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610595686
activated,editor,com.android.ide.eclipse.adt,23.0.6.1720515,"com.android.ide.eclipse.editors.CommonXmlEditor",1433610598783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610601946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433610639429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1433610646461
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.J2EEPerspective",1433610649927
