what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1433968901468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433968905335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433968907291
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1433968908788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433968909725
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433968966687
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.J2EEPerspective",1433968973490
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1433968973499
activated,editor,com.android.ide.eclipse.adt,23.0.6.1720515,"com.android.ide.eclipse.editors.CommonXmlEditor",1433968976143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433968977461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969019334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1433969025956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1433969029801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1433969033856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1433969038998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1433969039442
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1433969041670
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.J2EEPerspective",1433969045140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1433969048926
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1433969051339
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1433969052411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969055196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969085440
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1433969090347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969092734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969122330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969123635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969125535
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1433969126574
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1433969127897
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1433969128027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969132229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433969146950
